,date,accX,accY,accZ,gyrX,gyrY,gyrZ,files,accTotal,gyrTotal
234,2020-09-14 19:19:36,0.0,0.0,0.0,0.96,0.14,1.38,1,0.0,1.6868906307167633
235,2020-09-14 19:19:37,0.0,0.0,0.0,0.88,0.15,1.36,1,0.0,1.626806687962648
236,2020-09-14 19:19:38,0.0,0.0,0.0,0.88,0.15,1.36,1,0.0,1.626806687962648
237,2020-09-14 19:19:38,0.0,0.0,0.0,0.87,0.19,1.38,1,0.0,1.6423763271552594
238,2020-09-14 19:19:39,0.0,0.0,0.0,0.87,0.12,1.38,1,0.0,1.6357567056258702
239,2020-09-14 19:19:40,0.0,0.0,0.0,0.87,0.12,1.38,1,0.0,1.6357567056258702
240,2020-09-14 19:19:41,0.0,0.01,0.0,2.16,0.45,1.39,1,0.01,2.6077193100485334
241,2020-09-14 19:19:41,0.0,0.01,0.0,2.16,0.16,1.36,1,0.01,2.557498778103325
242,2020-09-14 19:19:42,0.0,0.0,0.0,0.95,0.16,1.36,1,0.0,1.6666433331699977
243,2020-09-14 19:19:43,0.0,0.0,0.0,0.96,0.2,1.38,1,0.0,1.6929264603047587
244,2020-09-14 19:19:44,0.0,0.0,0.0,0.96,0.13,1.39,1,0.0,1.6942845097562569
245,2020-09-14 19:19:44,0.0,0.0,0.0,0.87,0.13,1.39,1,0.0,1.6449620056402519
246,2020-09-14 19:19:45,0.0,0.0,0.0,0.9,0.17,1.36,1,0.0,1.6396645998496158
247,2020-09-14 19:19:46,0.0,0.0,0.0,0.9,0.17,1.37,1,0.0,1.6479684462998678
248,2020-09-14 19:19:47,0.0,0.0,0.0,0.89,0.13,1.37,1,0.0,1.63887156299693
249,2020-09-14 19:19:47,0.0,0.0,0.0,0.9,0.45,1.36,1,0.0,1.6917742166140257
250,2020-09-14 19:19:48,0.0,0.0,0.0,0.9,0.45,1.36,1,0.0,1.6917742166140257
